identifier;location;series;inscription;original
PY Ea 808;PY;Ea;o-na-to , ;pa-ro , da-mo ka-ra-pi , e-te-do-mo , e-ke , o-na-to , GRA 1
PY Ea 810;PY;Ea;ti-nwa-si-jo , ;ti-nwa-si-jo , GRA 3 T 5
PY Ea 811;PY;Ea;o-na-to , ;du-ni-jo , e-ke , o-na-to GRA T 6
PY Ea 812;PY;Ea;e-ke , ;ko-to-na e-u-me-de , a-re-po-zo-o , e-ke , GRA 1 T 8
PY Ea 813;PY;Ea;ko-to-na , ;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 1
PY Ea 814;PY;Ea;o-to , ;pa-ro , ku-ro2 , ra-wa-ke-si-jo o-ke-u , di-ra-po-ro , e-ke , o-to , GRA T 1
PY Ea 816;PY;Ea;da-mo , ;i-ma-di-ja , e-ke , o-na-to , pa-ro da-mo GRA 2 T [ [(9)] ]
PY Ea 817;PY;Ea;ki-ti-me-na , ;po-me mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na GRA 3 T (1) V (6)
PY Ea 820;PY;Ea;ko-to-na , ;a-re-po-zo-o e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA (1)[ [ ] ] T 1
PY Ea 821;PY;Ea;ki-ti-me-na , ;ta-ra-ma-ta-o , ko-to-na ki-ti-me-na GRA 5 T 7 V 3
PY Ea 822;PY;Ea;su-qo-ta , ;ra-wa-ke-si-jo e-u-me-ne e-ke , o-na-to , pa-ro su-qo-ta GRA T 5
PY Ea 823;PY;Ea;ra-wa-ke-si-jo-jo , ;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo GRA T 6 [
PY Ea 824;PY;Ea;da-mo , ;po-me ko-do , e-ke , o-na-to , pa-ro , da-mo GRA T 4 [
PY Ea 825;PY;Ea;ko-do , ;po-me-ne ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do GRA T 1
PY Ea 882;PY;Ea;ra-wa-ke-si-jo , ;]ru-ko-ro ra-wa-ke-si-jo GRA[
PY Ea 922;PY;Ea;ko-to-na-no-no , ;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no GRA T 1 [
PY Ea 1042;PY;Ea;ke-ke-me-na , ;]ke-ke-me-na , GRA V 3
PY Ea 28;PY;Ea;ka-ma , ;ti-ri-da-ro ra-pte , e-ke , ka-ma GRA[
PY Ea 29;PY;Ea;i-ma-di-jo , ;e-ro2-qo ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo GRA T 1
PY Ea 52;PY;Ea;e-pi-we-ti-ri-(jo)[] , ;pa-ro , da-mo wi-ri-ja-no , e-pi-we-ti-ri-(jo)[]e-ke[]o-na-to , GRA T 1
PY Ea 56;PY;Ea;sa-ke-re-we , ;[ ]pte ze-pu2-ro[]e-(ke) , pa-ro , sa-ke-re-we GRA T 1 [
PY Ea 59;PY;Ea;ko-to-na , su-qo-ta-o , da-mo , i-qo-jo , da-mo , ;] GRA 6 ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na GRA 2[ ]4 ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o GRA 1 (T) 8 ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo GRA 3 pa-ro , ra-wa-ke-si-jo , (e)-[ ](GRA) 2 ke-re-te-u , e-ke , e-ne-ka , i-qo-jo GRA 5 [ vacat [ du-ni-jo , e-ke , o-na-to , pa-ro , da-mo GRA 1 T 6 [
PY Ea 71;PY;Ea;ko-to-na[] , ;po-me ko-do-jo ko-to-na[](ki)-ti-me-na GRA 1 T (4) V 3
PY Ea 102;PY;Ea;e-ka-ra , ;di-wo-nu-so-jo e-ka-ra GRA 2 T 6 [
PY Ea 107;PY;Ea;e-ka-ra , ;]e-ka-ra GRA 2 T 6 [
PY Ea 109;PY;Ea;ko-to-na , ;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na GRA 2 T (5)
PY Ea 132;PY;Ea;ko-to-na , ;ru-ko-ro ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na GRA T 1
PY Ea 259;PY;Ea;da-mo , ;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo GRA T (2)
PY Ea 270;PY;Ea;qo-qo-ta-o[] , ;ko-to-na a-pi-a2-ro , e-ke , qo-qo-ta-o[]pe-re-qo-no-jo GRA T 6
PY Ea 305;PY;Ea;ko-to-na , ;qo-qo-ta-o ke-re-te-u e-ke-na-to , to , ke-ke-me-na ko-to-na GRA T 1
PY Ea 309;PY;Ea;wo-ze , ;], wo-ze GRA 10[
PY Ea 439;PY;Ea;mo-ro-qo-ro , ;po-me-ne ] e-ke[]o-na-to pa-ro , mo-ro-qo-ro , GRA T 1[
PY Ea 480;PY;Ea;ko-to-na , ;su-qo-ta-o , ko-to-na e-ri-qi-jo , e-ke , o-na-to , ke-ke-me[ ]ko-to-na GRA T 2
PY Ea 481;PY;Ea;ko-to-na , ko-to-na , ;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 1 ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na GRA T 1
PY Ea 754;PY;Ea;ko-to-na , ;ra-pte ti-ri-da-ro e-ke , o-na-to , ko-do-jo , ko-to-na GRA T 6[ ] vacat
PY Ea 756;PY;Ea;ko-(to)-(na) , ;ki-ti-me-na sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) GRA 6 [
PY Ea 757;PY;Ea;ko-to-na , ;qo-qo-ta-o e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na GRA T 2
PY Ea 771;PY;Ea;ko-to-na , ;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 3 [
PY Ea 776;PY;Ea;su-qo-ta-o , ;ko-to-na sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o GRA T 2
PY Ea 778;PY;Ea;da-mo , ;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo GRA T 9
PY Ea 780;PY;Ea;o-na-to , ;o-ko-me-ne-u (,) o-na-to GRA 2 [
PY Ea 781;PY;Ea;ki-ti-me-na , ;[ [(we)-[ ] ] ] qo-u-ko-ro-jo ko-to-na ki-ti-me-na GRA 2 T (4) [
PY Ea 782;PY;Ea;po-me-no , ;ra-wa-ke-si-jo ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na po-me-no GRA T 1
PY Ea 799;PY;Ea;ko-to-na , ;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 3
PY Ea 800;PY;Ea;po-me-ne , ;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro po-me-ne GRA 2 [
PY Ea 801;PY;Ea;a-no-no , ;ke-ke-me[ ku-ru-no-jo , me-ri-te-wo (,) (ko)-to-na , a-no-no GRA 1 T 1
PY Ea 802;PY;Ea;ko-to-na , ;qo-qo-ta-o , ko-to-na ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na GRA T 3
PY Ea 805;PY;Ea;a-no-qa-si-ja , ;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja GRA 2
PY Ea 806;PY;Ea;ko-to-na , ;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na GRA 1 T (2)
PY Ea 808;PY;Ea;o-na-to , ;pa-ro , da-mo ka-ra-pi , e-te-do-mo , e-ke , o-na-to , GRA 1
PY Ea 810;PY;Ea;ti-nwa-si-jo , ;ti-nwa-si-jo , GRA 3 T 5
PY Ea 811;PY;Ea;o-na-to , ;du-ni-jo , e-ke , o-na-to GRA T 6
PY Ea 812;PY;Ea;e-ke , ;ko-to-na e-u-me-de , a-re-po-zo-o , e-ke , GRA 1 T 8
PY Ea 813;PY;Ea;ko-to-na , ;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 1
PY Ea 814;PY;Ea;o-to , ;pa-ro , ku-ro2 , ra-wa-ke-si-jo o-ke-u , di-ra-po-ro , e-ke , o-to , GRA T 1
PY Ea 816;PY;Ea;da-mo , ;i-ma-di-ja , e-ke , o-na-to , pa-ro da-mo GRA 2 T [ [(9)] ]
PY Ea 817;PY;Ea;ki-ti-me-na , ;po-me mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na GRA 3 T (1) V (6)
PY Ea 820;PY;Ea;ko-to-na , ;a-re-po-zo-o e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA (1)[ [ ] ] T 1
PY Ea 821;PY;Ea;ki-ti-me-na , ;ta-ra-ma-ta-o , ko-to-na ki-ti-me-na GRA 5 T 7 V 3
PY Ea 822;PY;Ea;su-qo-ta , ;ra-wa-ke-si-jo e-u-me-ne e-ke , o-na-to , pa-ro su-qo-ta GRA T 5
PY Ea 823;PY;Ea;ra-wa-ke-si-jo-jo , ;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo GRA T 6 [
PY Ea 824;PY;Ea;da-mo , ;po-me ko-do , e-ke , o-na-to , pa-ro , da-mo GRA T 4 [
PY Ea 825;PY;Ea;ko-do , ;po-me-ne ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do GRA T 1
PY Ea 882;PY;Ea;ra-wa-ke-si-jo , ;]ru-ko-ro ra-wa-ke-si-jo GRA[
PY Ea 922;PY;Ea;ko-to-na-no-no , ;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no GRA T 1 [
PY Ea 1042;PY;Ea;ke-ke-me-na , ;]ke-ke-me-na , GRA V 3
PY Ea 28;PY;Ea;ka-ma , ;ti-ri-da-ro ra-pte , e-ke , ka-ma GRA[
PY Ea 29;PY;Ea;i-ma-di-jo , ;e-ro2-qo ra-pte , e-ke , o-na-to , pa-ro , i-ma-di-jo GRA T 1
PY Ea 52;PY;Ea;e-pi-we-ti-ri-(jo)[] , ;pa-ro , da-mo wi-ri-ja-no , e-pi-we-ti-ri-(jo)[]e-ke[]o-na-to , GRA T 1
PY Ea 56;PY;Ea;sa-ke-re-we , ;[ ]pte ze-pu2-ro[]e-(ke) , pa-ro , sa-ke-re-we GRA T 1 [
PY Ea 59;PY;Ea;ko-to-na , su-qo-ta-o , da-mo , i-qo-jo , da-mo , ;] GRA 6 ke-re-u , e-ke , o-na-to , ke-ke-me , ko-to-na GRA 2[ ]4 ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na , su-qo-ta-o GRA 1 (T) 8 ke-re-te-u , e-ke , o-na-to , pa-ro , da-mo GRA 3 pa-ro , ra-wa-ke-si-jo , (e)-[ ](GRA) 2 ke-re-te-u , e-ke , e-ne-ka , i-qo-jo GRA 5 [ vacat [ du-ni-jo , e-ke , o-na-to , pa-ro , da-mo GRA 1 T 6 [
PY Ea 71;PY;Ea;ko-to-na[] , ;po-me ko-do-jo ko-to-na[](ki)-ti-me-na GRA 1 T (4) V 3
PY Ea 102;PY;Ea;e-ka-ra , ;di-wo-nu-so-jo e-ka-ra GRA 2 T 6 [
PY Ea 107;PY;Ea;e-ka-ra , ;]e-ka-ra GRA 2 T 6 [
PY Ea 109;PY;Ea;ko-to-na , ;a-pi-a2-ro , e-ke , su-qo-ta-o , ko-to-na GRA 2 T (5)
PY Ea 132;PY;Ea;ko-to-na , ;ru-ko-ro ra-wa-ke-si-jo , e-ke , o-na-to , su-qo-ta-o , ko-to-na GRA T 1
PY Ea 259;PY;Ea;da-mo , ;u-me-ta-qe-(a)-po , o-ke-u , e-ke , o-na-to , pa-ro , da-mo GRA T (2)
PY Ea 270;PY;Ea;qo-qo-ta-o[] , ;ko-to-na a-pi-a2-ro , e-ke , qo-qo-ta-o[]pe-re-qo-no-jo GRA T 6
PY Ea 305;PY;Ea;ko-to-na , ;qo-qo-ta-o ke-re-te-u e-ke-na-to , to , ke-ke-me-na ko-to-na GRA T 1
PY Ea 309;PY;Ea;wo-ze , ;], wo-ze GRA 10[
PY Ea 439;PY;Ea;mo-ro-qo-ro , ;po-me-ne ] e-ke[]o-na-to pa-ro , mo-ro-qo-ro , GRA T 1[
PY Ea 480;PY;Ea;ko-to-na , ;su-qo-ta-o , ko-to-na e-ri-qi-jo , e-ke , o-na-to , ke-ke-me[ ]ko-to-na GRA T 2
PY Ea 481;PY;Ea;ko-to-na , ko-to-na , ;ra-pa-do , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 1 ra-pa-do , e-ke , o-na-to , su-qo-ta-o , ko-to-na GRA T 1
PY Ea 754;PY;Ea;ko-to-na , ;ra-pte ti-ri-da-ro e-ke , o-na-to , ko-do-jo , ko-to-na GRA T 6[ ] vacat
PY Ea 756;PY;Ea;ko-(to)-(na) , ;ki-ti-me-na sa-ke-re-wo , i-je-re-wo , ko-(to)-(na) GRA 6 [
PY Ea 757;PY;Ea;ko-to-na , ;qo-qo-ta-o e-u-me-ne , e-ke , o-na , ke-ke-me-na , ko-to-na GRA T 2
PY Ea 771;PY;Ea;ko-to-na , ;ke-re-te-u , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 3 [
PY Ea 776;PY;Ea;su-qo-ta-o , ;ko-to-na sa-ke-re-u , e-ke , o-na-to , su-qo-ta-o GRA T 2
PY Ea 778;PY;Ea;da-mo , ;ta-ra-ma-ta , e-ke , o-na-to , pa-ro , da-mo GRA T 9
PY Ea 780;PY;Ea;o-na-to , ;o-ko-me-ne-u (,) o-na-to GRA 2 [
PY Ea 781;PY;Ea;ki-ti-me-na , ;[ [(we)-[ ] ] ] qo-u-ko-ro-jo ko-to-na ki-ti-me-na GRA 2 T (4) [
PY Ea 782;PY;Ea;po-me-no , ;ra-wa-ke-si-jo ru-ko-ro , e-ke , o-na-to , pa-ro , mo-ro-qo-ro-jo , ko-to-na po-me-no GRA T 1
PY Ea 799;PY;Ea;ko-to-na , ;ru-ko-ro , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 3
PY Ea 800;PY;Ea;po-me-ne , ;ke-re-te-u , e-ke , o-na-to , pa-ro , mo-ro-qo-ro po-me-ne GRA 2 [
PY Ea 801;PY;Ea;a-no-no , ;ke-ke-me[ ku-ru-no-jo , me-ri-te-wo (,) (ko)-to-na , a-no-no GRA 1 T 1
PY Ea 802;PY;Ea;ko-to-na , ;qo-qo-ta-o , ko-to-na ra-wo-do-ko , e-ke , ke-ke-me-na , ko-to-na GRA T 3
PY Ea 805;PY;Ea;a-no-qa-si-ja , ;o-pe-te-re-u , e-ne-ka , a-no-qa-si-ja GRA 2
PY Ea 806;PY;Ea;ko-to-na , ;ke-re-te-u , e-ke , o-na-to , ke-ke-me-na , ko-to-na GRA 1 T (2)
PY Ea 808;PY;Ea;o-na-to , ;pa-ro , da-mo ka-ra-pi , e-te-do-mo , e-ke , o-na-to , GRA 1
PY Ea 810;PY;Ea;ti-nwa-si-jo , ;ti-nwa-si-jo , GRA 3 T 5
PY Ea 811;PY;Ea;o-na-to , ;du-ni-jo , e-ke , o-na-to GRA T 6
PY Ea 812;PY;Ea;e-ke , ;ko-to-na e-u-me-de , a-re-po-zo-o , e-ke , GRA 1 T 8
PY Ea 813;PY;Ea;ko-to-na , ;e-ro2-qo , ra-pte , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA T 1
PY Ea 814;PY;Ea;o-to , ;pa-ro , ku-ro2 , ra-wa-ke-si-jo o-ke-u , di-ra-po-ro , e-ke , o-to , GRA T 1
PY Ea 816;PY;Ea;da-mo , ;i-ma-di-ja , e-ke , o-na-to , pa-ro da-mo GRA 2 T [ [(9)] ]
PY Ea 817;PY;Ea;ki-ti-me-na , ;po-me mo-ro-qo-ro-jo , ko-to-na , ki-ti-me-na GRA 3 T (1) V (6)
PY Ea 820;PY;Ea;ko-to-na , ;a-re-po-zo-o e-u-me-de , e-ke , o-na-to , me-ri-te-wo , ko-to-na GRA (1)[ [ ] ] T 1
PY Ea 821;PY;Ea;ki-ti-me-na , ;ta-ra-ma-ta-o , ko-to-na ki-ti-me-na GRA 5 T 7 V 3
PY Ea 822;PY;Ea;su-qo-ta , ;ra-wa-ke-si-jo e-u-me-ne e-ke , o-na-to , pa-ro su-qo-ta GRA T 5
PY Ea 823;PY;Ea;ra-wa-ke-si-jo-jo , ;ru-ko-ro-jo , ko-to-na , ra-wa-ke-si-jo-jo GRA T 6 [
PY Ea 824;PY;Ea;da-mo , ;po-me ko-do , e-ke , o-na-to , pa-ro , da-mo GRA T 4 [
PY Ea 825;PY;Ea;ko-do , ;po-me-ne ta-ra-ma-ta , e-ke , o-na-to , pa-ro , ko-do GRA T 1
PY Ea 882;PY;Ea;ra-wa-ke-si-jo , ;]ru-ko-ro ra-wa-ke-si-jo GRA[
PY Ea 922;PY;Ea;ko-to-na-no-no , ;a-pi-a2-ro , e-ke , ke-ke-me-na , ko-to-na-no-no GRA T 1 [
PY Ea 1042;PY;Ea;ke-ke-me-na , ;]ke-ke-me-na , GRA V 3
PY Eb 152;PY;Eb;pe-mo , ;](ma)-(e)-(u) , e-ke-qe , [ [ ] ] ] to-so-de , pe-mo GRA 1 [
PY Eb 156+;PY;Eb;pe-mo , pe-mo , ;.1a wo-ze-qe .1b e-u-ru-wo-(ta) , te-o-jo , do-e-ro , ka-ma-e-u[ ]to-so-de , pe-mo GRA 1[ .2 a3-ti-jo-qo , e-ke-qe , to-jo-(ka) , au-to-jo[](ka)-ma-e (,) [ ]de , pe-mo GRA[
PY Eb 177+;PY;Eb;pe-mo , ;]re-u[ ](to)-po-qo , ka-ma-e-u ] to-so-de , pe-mo GRA 1 T 2
PY Eb 294;PY;Eb;pe-mo , ;o-pe-te-re-u , qe-ja-me-no , e-ke-qe , ke-ke-me-na , ko-to-na to-so-de , pe-mo , GRA 2 T 5
PY Eb 297;PY;Eb;e-ke-e , ;i-je-re-ja , e-ke-qe , e-u-ke-to-qe , e-to-ni-jo , e-ke-e , te-o ko-to-no-o-ko-de , ko-to-na-o , ke-ke me-na-o , o-na-ta , e-ke-e GRA 3 T 9 V 3
PY Eb 321+;PY;Eb;pe-mo , ;.A ki-ri-te-wi-ja , e-ko-si-qe , (o)[]na[ ]me-na-o .B ko[ ]de , pe-mo GRA 1 T 9
PY Eb 338;PY;Eb;o-wo-ze , ;.A ka-pa-ti-ja , ka-ra-wi-po[ ]ja-pi , e-ke-qe , to-so-de pe-mo .B ke-ke-me-no , ko-to-(no)[]dwo , o-pe-ro-sa-de , wo-zo-e , o-wo-ze GRA[
PY Eb 339+;PY;Eb;pe-mo , ;.A i-je-re-ja , pa-ki-ja-na , e-ke-qe[ ] X .B ko-to-na , pa-ro[](da)-mo [ ]pe-mo GRA T 4
PY Eb 347;PY;Eb;da-mo , ;[[ko-ri-si-ja]] , te-o-jo , do-e-ra , e-ke-qe , o-na[ pa-ro , da-mo GRA 1 [ [ T 8 ] ][
PY Eb 369;PY;Eb;pe-mo , ;.A ]jo , e-ke-qe , o-na-to , ke-ke-me-na , ko-to-na .B ](da)-mo , ko-to-no-o-ko , to-so-de , pe-mo GRA T 5
PY Eb 416;PY;Eb;to-so-(de)[] , ;u-wa-mi-ja , te-o-jo[]do-e-(ra)[](e)[ ]qe , i-je-(re)[ ](ke)-ra (,) (o)[ to-so-(de)[]pe-mo GRA T (2) V (3) [ ] vacat [
PY Eb 472;PY;Eb;pe-mo , ;.A we-te-re-u , o-pi-ti-ni-ja-ta , e-ke-qe , o-na-to .B wo-jo , *35-to , to-so-de , pe-mo GRA 1 T 3
PY Eb 473;PY;Eb;pe-mo , ;a-pi-me-de , e-ke-qe , e-to-ni-jo , ke-ke-me-na-o , ko-to-na-o to-so-de , pe-mo GRA 4 T 6
PY Eb 477;PY;Eb;pe-mo , ;.A we-te-re-u , o-pi-ti-ni-ja-ta , e-ke-qe , o-na-to , ke-ke-me-na .B ko-to-na to-so-de , pe-mo GRA 1 T[ [ 8 ] ]
PY Eb 534;PY;Eb;pe-mo , ;]pe-mo GRA T 4
PY Eb 747;PY;Eb;pe-mo , ;.A a-da-ma-o , e-ke-qe , o-na-to , ke-me-na , ko-to-na .B pa-ro , da-mo , ko-to-no-o-ko , to-so-de , pe-mo , GRA T (4)[
PY Eb 818;PY;Eb;pe-mo , ;ke-ke-me-na , ko-to-na , a-no-no , to-so-de pe-mo GRA 1 T 1 [
PY Eb 842;PY;Eb;pe-mo , ;.A sa-sa-wo , e-ke-qe , o-na-to , ka-ma-e-u .B e-pi-qe , to-e , te-ra-pi-ke to-so-de pe-mo GRA 1 T [
PY Eb 846;PY;Eb;pe-mo , ;.A a3-ti-jo-qo , e-ke-qe , o-na-to , ke-ke-me-na , ko-to-na .B pa-ro , da-mo , ko-to-no-o-ko to-so-de pe-mo GRA 1 T 4 V 3
PY Eb 858;PY;Eb;(da)-mo , ;mu-ti , te-o-jo , do-e-ra , (e)[ pa-ro , (da)-mo GRA [
PY Eb 862;PY;Eb;pe-mo , ;.A ko-i-(ro) , e-ke-qe , o-na-to , (ke)-ke-me-na , [[ko-to-na[[ .B ka-ma-e-u , wo-zo , to-so-de pe-mo GRA T 3
PY Eb 866;PY;Eb;o-na-to , ;.A ke-ke-me-(na) , ko-to-na , pa-ro , da-mo .B ma-ra3-wa , te-o-jo , do-e-ra , e-ke-qe , o-na-to GRA [
PY Eb 871;PY;Eb;ko-to-na , ;*35-ke-ja , e-ke-qe , o-na-to , ke-ke-me-na , ko-to-na GRA [ pa-ro , da-mo [
PY Eb 877;PY;Eb;pe-mo , ;.A ]qe , o-na-to , [ .B ]da-mo , to-so-de , pe-mo GRA T 3
PY Eb 893+;PY;Eb;pe-mo , ;.A ku-so , e-(ke)[ ]ke-me-na , ko-to-na .B ko-to-no-(o)[ ] to-so-de , pe-mo GRA V 3
PY Eb 895+;PY;Eb;pe-mo , ;.A a-i-qe-u , e-ke-qe , ke-ke-me-na (,) (ko)-(to)-na [ ] .B ko-to-no-o-ko , to-so[]de , pe-mo GRA (T) (6)[
PY Eb 977;PY;Eb;pe-mo , ;.A ] vacat [ .B ](de) (,) pe-mo GRA[
PY Eb 1034;PY;Eb;pe-mo , ;.A ]na .B ]de , pe-mo GRA T (4)[
PY Eb 1083;PY;Eb;pe-mo , ;]pe-mo GRA T (1)[
PY Eb 1186;PY;Eb;pe-mo , ;.A ]do-e-ro , .B ]na , ko-to-na , pa-ro , da-mo , to-so-de pe-mo GRA T 2
PY Eb 1187;PY;Eb;pe-mo , ;e-ni-to-wo , a-pi-me-de-o , do-e-ro , e-ke-qe , o-na-to ke-ke-me-na , ko-to-na , to-so-de , pe-mo GRA T 1
PY Eb 1351;PY;Eb;pe-mo , ;.A ]ke-qe .B ]de , pe-mo GRA 2
PY Ed 236;PY;Ed;pe-mo , ;ka-ma-e-we , o-na-ta , e-ko-te , ke-ke-me-na-o , ko-to-na-o , wo-zo-te , to-so , pe-mo GRA 30 T 2 V 3
PY Ed 317;PY;Ed;pe-mo , ;(o)-(da)-a2 , i-je-re-ja , ka-ra-wi-po-ro-qe , e-qe-ta-qe [ [ ] ] we-te-re-u-qe , o-na-ta , to-so-de , pe-mo , GRA 21 T 6
PY Ed 411;PY;Ed;te-re-ta , ka-ma-(e)-we , ;.1 ku-su-to-ro-qa , (pa)-(to)[ ]te-re-ta GRA 44 (T) (2) (V)[ .2 ka-ma-(e)-we GRA 58 T (2) [
PY Ed 847;PY;Ed;pe-mo , ;o-da-a2 , e-qe-si-jo , do-e-ro , e-ko-si , o-na-ta [ [ ku-su-qa ] ] , to-so-de pe-mo GRA 1 T 3 V 4
PY En 74;PY;En;pe-mo , pe-mo , to-so-de[] , pe-mo , (pe)-mo , pe-mo , pe-mo , pe-mo , (pe)-(mo) , pe-mo , pe-mo , pe-mo , pe-mo , pe-mo , pe-(mo) , pe-mo , pe-mo , pe-mo , pe-mo , ;ru-*83-o , ko-to-na[]ki-ti-me , to-so-de , pe-mo GRA 1 (T)[ o-da-a2 o-na-te-re , ru-*83-o , ko-to-na , e-ko-si pe-ki-ta , ka-na-pe-u , wa-na-ka-te-ro , [ ]na-to , e-ke , to-so-de , pe-mo GRA T 1 mi-ra , te-o-jo , do-e-ra[]e-ke , to-so-de[]pe-mo GRA T 1 te-se-u , te-o-jo , do-e-ro , o-na-to , e-ke , to-so-de , pe-mo GRA T 4 ma-re-ku-na , te-o-jo , do-e-ro , o-(na)[ ](pe)-mo GRA T 1 e-ko-to , te-(o)-jo , do-e-ro , o-na-to , e-ke (,) to-so-de , pe-mo GRA (V) (3) ma-*79 , te-(o)-(jo) , (do)-e-ra , o-na-to , e-ke , to-so-de , pe-mo GRA V (3) e-*65-to , te-o-jo , do-e[ ] , o-na-to , e-ke , to-so-de , pe-mo GRA V 1 vacat a3-ti-jo-qo , ko-to-(na) , ki-ti-me-na , to-so-de , (pe)-(mo) GRA 1 T 5 V 4 o-da-a2 o-na-te-re , e-ko-si , a3-ti-jo-(qo) , ko-to-na e-pa-sa-na-ti , te-o-jo , do-e-ra o-na-to , e-ke , to-so-de pe-mo GRA T 2 ku-*63-so[](te)-o-jo , do-e-ro , o-na-to , e-ke , to-so-de , pe-mo GRA T 1 ta-ra2-to , te-o-jo , do-e-ro , o-na-to , e-ke , (to)-so-de , pe-mo GRA T 1 we-te-re-u , i-e-re-u , o-na-to , e-ke , to-so-de , pe-mo GRA T 1 e-ko-to , te-o-jo , do-e-ro , o-na-to , e-ke , to-so-de , pe-mo GRA T 1 ko-ri-si-ja , te-o-jo , do-e-ra , o-na-to , e-ke , to-so-de , pe-(mo) GRA T 5 vacat pi-ke-re-wo , ko-to-na , ki-ti-me-na , to-so-de , pe-mo GRA 2 T 6 o-da-a2 , o-na-te-re , e-ke-si , pi-ke-re-wo , ko-to-na a3-wa-ja , te-o-jo , do-e-ra , o-na-to , e-ke , to-so-de , pe-mo GRA T 1 pe-ki-ta , ka-na-pe-u , wa-na-ka-te-ro , o-na-to , e-ke , to-so-de , pe-mo GRA T 2 ko-ri-si-ja , te-o-jo , do-e-ra , o-na-to , e-ke , to-so-de , pe-mo GRA T 5
PY En 467;PY;En;pe-(mo) , to-so-de[] , pe-mo , ;ti-qa-jo-jo , ko-to-na , ki-ti-me-na , to-so-de , pe-(mo) GRA 8 T 3 vacat po-te-wo , ko-to-na , ki-ti-me , to-so-de[]pe-mo GRA 2 T 4 vacat pi-ri-ta-wo-no , ko-to-na , ki-ti-me-na , ke-ra-me-wo[]to-so-de , pe-mo GRA 1 T 1
